response_id,submitted_date,channel,ward,language,respondent_type,corridor_referenced,sentiment,top_concern,secondary_concern,verbatim_snippet,reached_via,delivery_id_ref
RSP-103501,2026-09-05,email_form,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,concern,pedestrian_safety,enforcement,Les taxis et le transport adapte doivent garder acces,portal_search,EML-0900956
RSP-103527,2026-09-05,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,parking_loss,tree_canopy,Le bruit des terrasses jusque tard le soir est deja un enjeu,reminder_email,EML-0501618
RSP-100143,2026-09-06,intercept_survey,Plateau-Mont-Royal,es,individual_resident,Saint_Denis,support,bike_lane_safety,noise,las ventanas de entrega en la manana son importantes,reminder_email,EML-0900521
RSP-100483,2026-09-06,portal,Milton-Parc,fr,individual_resident,Mont_Royal,support,enforcement,bike_lane_safety,Les livraisons peuvent tres bien se faire tot le matin,walkup,EML-0501539
RSP-100520,2026-09-06,sms_reply,Plateau-Mont-Royal,fr,resident_association,Saint_Laurent_North,neutral,tree_canopy,pedestrian_safety,Je marche cette rue tous les matins et une piste protegee change tout,direct_link,SMS-0500649
RSP-100604,2026-09-06,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_support,parking_loss,pedestrian_safety,The community meetings have been well organized and thoughtful,meeting_flyer,EML-0502221
RSP-100796,2026-09-06,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,neutral,transit_frequency,,Les enfants pourront enfin traverser Mont Royal sans stress,direct_link,EML-0501698
RSP-101147,2026-09-06,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,displacement_risk,delivery_access,Je marche cette rue tous les matins et une piste protegee change tout,reminder_email,SMS-0900613
RSP-101284,2026-09-06,portal,Milton-Parc,fr,individual_resident,Saint_Denis,neutral,snow_removal,displacement_risk,Je soutiens le projet meme si je perds ma place de stationnement,direct_link,EML-0502316
RSP-101314,2026-09-06,community_meeting_signin,Jeanne-Mance,en,individual_resident,Mont_Royal,neutral,enforcement,snow_removal,Trees and benches will make this corridor liveable again,walkup,EML-0900722
RSP-101397,2026-09-06,email_form,Milton-Parc,fr,individual_resident,Mont_Royal,support,displacement_risk,snow_removal,Un corridor cyclable continu sur Rachel c est vraiment attendu,social_share,SMS-0501122
RSP-101462,2026-09-06,portal,Mile End,fr,individual_resident,Mont_Royal,support,noise,,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,portal_search,EML-0900313
RSP-101611,2026-09-06,email_form,Plateau-Mont-Royal,ar,individual_resident,Mont_Royal,neutral,snow_removal,,nahtaj ila mazid min alma3loomat bil arabia,portal_search,SMS-0500593
RSP-101797,2026-09-06,intercept_survey,Milton-Parc,fr,resident_association,Mont_Royal,neutral,noise,parking_loss,Je marche cette rue tous les matins et une piste protegee change tout,meeting_flyer,SMS-0500888
RSP-101811,2026-09-06,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_opposition,pedestrian_safety,transit_frequency,Snow removal on the new lane must be reliable or it defeats the purpose,reminder_sms,SMS-0500267
RSP-102284,2026-09-06,portal,Milton-Parc,en,developer_rep,Multiple,concern,parking_loss,pedestrian_safety,Loss of parking will hurt my customers who drive in,walkup,SMS-0900104
RSP-102744,2026-09-06,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,neutral,pedestrian_safety,bike_lane_safety,Le nouveau design de l arret rendra le service beaucoup plus fiable,meeting_flyer,SMS-0500529
RSP-102973,2026-09-06,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,support,bike_lane_safety,delivery_access,Ma petite entreprise gagne quand le quartier est marchable,reminder_email,SMS-0501032
RSP-103033,2026-09-06,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Rachel,strong_support,enforcement,,Le nouveau design de l arret rendra le service beaucoup plus fiable,direct_link,
RSP-103047,2026-09-06,sms_reply,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,neutral,snow_removal,parking_loss,Trees and benches will make this corridor liveable again,reminder_email,EML-0502313
RSP-103268,2026-09-06,intercept_survey,Plateau-Mont-Royal,fr,community_group,Saint_Laurent_North,concern,bike_lane_safety,,Les taxis et le transport adapte doivent garder acces,reminder_sms,SMS-0900573
RSP-103309,2026-09-06,portal,Milton-Parc,en,community_group,Saint_Laurent_North,strong_support,snow_removal,parking_loss,Please keep the plan strong the neighbourhood needs this,reminder_email,EML-0501513
RSP-103499,2026-09-06,sms_reply,Jeanne-Mance,vi,advocacy_group,None,support,displacement_risk,pedestrian_safety,an toan cho tre em quan trong nhat,portal_search,EML-0900830
RSP-100057,2026-09-07,sms_reply,Mile End,fr,individual_resident,Saint_Laurent_North,strong_support,accessibility,,Je soutiens le projet meme si je perds ma place de stationnement,meeting_flyer,EML-0900886
RSP-100301,2026-09-07,sms_reply,Plateau-Mont-Royal,en,business_owner,Rachel,strong_support,parking_loss,displacement_risk,A protected lane on Saint Denis is long overdue,reminder_email,EML-0502147
RSP-100404,2026-09-07,intercept_survey,Milton-Parc,fr,community_group,Saint_Laurent_North,strong_support,pedestrian_safety,tree_canopy,Un corridor cyclable continu sur Rachel c est vraiment attendu,direct_link,EML-0900683
RSP-100457,2026-09-07,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,parking_loss,pedestrian_safety,Je soutiens le projet meme si je perds ma place de stationnement,walkup,EML-0900193
RSP-100557,2026-09-07,intercept_survey,Plateau-Mont-Royal,en,resident_association,Rachel,support,accessibility,,As a small business owner I welcome slower traffic and more foot traffic,reminder_sms,EML-0501880
RSP-100631,2026-09-07,sms_reply,Mile End,fr,community_group,Saint_Denis,support,pedestrian_safety,,Je soutiens le projet meme si je perds ma place de stationnement,social_share,SMS-0500600
RSP-100943,2026-09-07,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,strong_opposition,pedestrian_safety,bike_lane_safety,La circulation va se deverser sur les rues residentielles,portal_search,EML-0900320
RSP-100999,2026-09-07,intercept_survey,Milton-Parc,en,individual_resident,Multiple,support,delivery_access,bike_lane_safety,Please keep the plan strong the neighbourhood needs this,portal_search,SMS-0500645
RSP-101050,2026-09-07,portal,Milton-Parc,en,individual_resident,Saint_Denis,neutral,accessibility,enforcement,Transit stops need to be redesigned for accessibility,portal_search,SMS-0501494
RSP-101143,2026-09-07,intercept_survey,Milton-Parc,fr,community_group,Saint_Laurent_North,neutral,bike_lane_safety,displacement_risk,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,EML-0502182
RSP-101240,2026-09-07,intercept_survey,Plateau-Mont-Royal,ur,individual_resident,Mont_Royal,support,bike_lane_safety,,bacchon ke school ke paas parking ka masla hai,social_share,EML-0501618
RSP-101536,2026-09-07,community_meeting_signin,Mile End,en,individual_resident,Rachel,strong_support,accessibility,,My kids can finally walk to school without dodging cars,portal_search,SMS-0500560
RSP-101660,2026-09-07,portal,Plateau-Mont-Royal,bn,individual_resident,Saint_Joseph,neutral,delivery_access,,amra chai bike lane hoke kintu shopkeeper der kotha shunun,meeting_flyer,SMS-0501413
RSP-101765,2026-09-07,intercept_survey,Plateau-Mont-Royal,en,business_owner,Saint_Denis,strong_opposition,delivery_access,transit_frequency,Delivery access on Saint Denis is critical please preserve morning windows,reminder_sms,EML-0900503
RSP-101934,2026-09-07,portal,Jeanne-Mance,en,business_owner,Mont_Royal,concern,parking_loss,enforcement,Older residents on my block will not be able to reach services,meeting_flyer,EML-0502087
RSP-101973,2026-09-07,sms_reply,Plateau-Mont-Royal,fr,business_owner,Rachel,strong_opposition,delivery_access,enforcement,Nous avons besoin d une fenetre de livraison entre 7h et 10h,reminder_sms,EML-0900868
RSP-102153,2026-09-07,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Multiple,concern,tree_canopy,enforcement,Loss of parking will hurt my customers who drive in,meeting_flyer,SMS-0900759
RSP-102379,2026-09-07,email_form,Plateau-Mont-Royal,bn,individual_resident,None,neutral,tree_canopy,parking_loss,amader bhasha te tathya kom asche,meeting_flyer,EML-0900923
RSP-102518,2026-09-07,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_opposition,parking_loss,tree_canopy,Le bruit des terrasses jusque tard le soir est deja un enjeu,portal_search,EML-0501860
RSP-102727,2026-09-07,portal,Plateau-Mont-Royal,en,business_owner,Mont_Royal,support,parking_loss,,As a small business owner I welcome slower traffic and more foot traffic,portal_search,EML-0502152
RSP-103102,2026-09-07,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,neutral,tree_canopy,accessibility,Je soutiens le projet meme si je perds ma place de stationnement,reminder_sms,
RSP-103271,2026-09-07,intercept_survey,Mile End,fr,individual_resident,Rachel,neutral,noise,enforcement,Je marche cette rue tous les matins et une piste protegee change tout,meeting_flyer,EML-0900499
RSP-103406,2026-09-07,portal,Milton-Parc,es,business_owner,Rachel,support,tree_canopy,,seguridad para los peatones es prioridad,social_share,SMS-0501460
RSP-100121,2026-09-08,portal,Plateau-Mont-Royal,en,advocacy_group,Rachel,strong_support,bike_lane_safety,,Please keep the plan strong the neighbourhood needs this,walkup,EML-0501553
RSP-100541,2026-09-08,portal,Jeanne-Mance,en,individual_resident,Rachel,concern,transit_frequency,,Older residents on my block will not be able to reach services,portal_search,EML-0900287
RSP-100643,2026-09-08,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,delivery_access,parking_loss,La circulation va se deverser sur les rues residentielles,meeting_flyer,SMS-0501465
RSP-100727,2026-09-08,email_form,Jeanne-Mance,en,advocacy_group,Mont_Royal,strong_support,accessibility,parking_loss,Please keep the plan strong the neighbourhood needs this,reminder_email,SMS-0500466
RSP-101716,2026-09-08,email_form,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,strong_support,delivery_access,parking_loss,Je soutiens le projet meme si je perds ma place de stationnement,direct_link,SMS-0900951
RSP-101836,2026-09-08,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,support,snow_removal,delivery_access,I bike to work on Rachel every day and this will make it safer,meeting_flyer,
RSP-102265,2026-09-08,sms_reply,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_support,tree_canopy,,A protected lane on Saint Denis is long overdue,reminder_sms,SMS-0500411
RSP-102319,2026-09-08,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,support,pedestrian_safety,displacement_risk,As a small business owner I welcome slower traffic and more foot traffic,meeting_flyer,EML-0900475
RSP-102383,2026-09-08,sms_reply,Milton-Parc,bn,advocacy_group,Saint_Joseph,neutral,bike_lane_safety,noise,amra chai bike lane hoke kintu shopkeeper der kotha shunun,reminder_sms,SMS-0500127
RSP-102495,2026-09-08,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,enforcement,pedestrian_safety,Les livraisons peuvent tres bien se faire tot le matin,meeting_flyer,SMS-0900909
RSP-102587,2026-09-08,intercept_survey,Mile End,fr,individual_resident,Mont_Royal,strong_support,snow_removal,pedestrian_safety,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,social_share,EML-0502108
RSP-103275,2026-09-08,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,concern,snow_removal,pedestrian_safety,La circulation va se deverser sur les rues residentielles,social_share,EML-0501520
RSP-100071,2026-09-09,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,neutral,delivery_access,,Trees and benches will make this corridor liveable again,direct_link,SMS-0501281
RSP-100173,2026-09-09,sms_reply,Plateau-Mont-Royal,es,individual_resident,Rachel,support,pedestrian_safety,,necesitamos mas informacion en espanol,portal_search,EML-0900854
RSP-100440,2026-09-09,portal,Milton-Parc,fr,individual_resident,Saint_Joseph,neutral,noise,snow_removal,Je soutiens le projet meme si je perds ma place de stationnement,reminder_sms,SMS-0500661
RSP-100447,2026-09-09,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_support,snow_removal,bike_lane_safety,Je marche cette rue tous les matins et une piste protegee change tout,portal_search,EML-0502587
RSP-100549,2026-09-09,portal,Mile End,en,individual_resident,Mont_Royal,strong_support,pedestrian_safety,transit_frequency,As a small business owner I welcome slower traffic and more foot traffic,meeting_flyer,EML-0900438
RSP-100577,2026-09-09,intercept_survey,Plateau-Mont-Royal,en,business_owner,Saint_Denis,concern,parking_loss,tree_canopy,Noise from patios and cyclists after hours is a real concern,walkup,SMS-0500241
RSP-100771,2026-09-09,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,support,snow_removal,displacement_risk,Les enfants pourront enfin traverser Mont Royal sans stress,portal_search,SMS-0500700
RSP-101030,2026-09-09,sms_reply,Jeanne-Mance,fr,business_owner,None,neutral,bike_lane_safety,accessibility,Ma petite entreprise gagne quand le quartier est marchable,social_share,SMS-0501027
RSP-101103,2026-09-09,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,pedestrian_safety,accessibility,Ma petite entreprise gagne quand le quartier est marchable,walkup,SMS-0900028
RSP-101591,2026-09-09,portal,Plateau-Mont-Royal,en,resident_association,Multiple,concern,noise,transit_frequency,Enforcement of no parking zones is inconsistent in my experience,walkup,EML-0900311
RSP-101629,2026-09-09,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,strong_support,snow_removal,bike_lane_safety,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,portal_search,EML-0501831
RSP-101631,2026-09-09,intercept_survey,Plateau-Mont-Royal,en,business_owner,Mont_Royal,support,displacement_risk,noise,As a small business owner I welcome slower traffic and more foot traffic,reminder_sms,EML-0502137
RSP-101708,2026-09-09,portal,Plateau-Mont-Royal,en,business_owner,Saint_Joseph,strong_support,parking_loss,tree_canopy,Trees and benches will make this corridor liveable again,direct_link,EML-0502503
RSP-101960,2026-09-09,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Multiple,concern,parking_loss,,Pedestrian safety at the Mont Royal intersection is not addressed enough,meeting_flyer,EML-0900566
RSP-102100,2026-09-09,intercept_survey,Mile End,en,individual_resident,Rachel,concern,pedestrian_safety,transit_frequency,Traffic will push into residential side streets that are already busy,meeting_flyer,EML-0501848
RSP-102911,2026-09-09,portal,Milton-Parc,fr,resident_association,Multiple,support,displacement_risk,enforcement,Le nouveau design de l arret rendra le service beaucoup plus fiable,social_share,EML-0502278
RSP-100009,2026-09-10,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,snow_removal,pedestrian_safety,Je marche cette rue tous les matins et une piste protegee change tout,social_share,EML-0900723
RSP-100407,2026-09-10,portal,Plateau-Mont-Royal,en,business_owner,Rachel,concern,displacement_risk,snow_removal,Snow removal on the new lane must be reliable or it defeats the purpose,social_share,EML-0502031
RSP-100464,2026-09-10,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,neutral,enforcement,parking_loss,Je marche cette rue tous les matins et une piste protegee change tout,social_share,
RSP-101444,2026-09-10,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Joseph,neutral,displacement_risk,,Les enfants pourront enfin traverser Mont Royal sans stress,social_share,EML-0900626
RSP-101691,2026-09-10,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,neutral,noise,tree_canopy,A protected lane on Saint Denis is long overdue,direct_link,
RSP-102039,2026-09-10,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,strong_support,parking_loss,bike_lane_safety,Un corridor cyclable continu sur Rachel c est vraiment attendu,walkup,EML-0501718
RSP-102154,2026-09-10,intercept_survey,Mile End,fr,individual_resident,Mont_Royal,strong_support,enforcement,pedestrian_safety,Les livraisons peuvent tres bien se faire tot le matin,portal_search,EML-0502304
RSP-102543,2026-09-10,email_form,Plateau-Mont-Royal,vi,individual_resident,Saint_Laurent_North,strong_support,bike_lane_safety,transit_frequency,chung toi can them thong tin bang tieng viet,social_share,SMS-0501272
RSP-102850,2026-09-10,sms_reply,Mile End,es,community_group,Mont_Royal,neutral,bike_lane_safety,enforcement,seguridad para los peatones es prioridad,direct_link,SMS-0501503
RSP-102942,2026-09-10,intercept_survey,Mile End,fr,business_owner,Saint_Laurent_North,strong_support,delivery_access,snow_removal,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,
RSP-102990,2026-09-10,portal,Mile End,fr,business_owner,Saint_Denis,concern,snow_removal,parking_loss,Le bruit des terrasses jusque tard le soir est deja un enjeu,social_share,EML-0900251
RSP-102991,2026-09-10,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,neutral,delivery_access,,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,social_share,EML-0502688
RSP-103432,2026-09-10,intercept_survey,Plateau-Mont-Royal,en,advocacy_group,Multiple,support,tree_canopy,accessibility,Transit stops need to be redesigned for accessibility,reminder_sms,EML-0501794
RSP-100043,2026-09-11,community_meeting_signin,Jeanne-Mance,en,individual_resident,Saint_Laurent_North,neutral,parking_loss,accessibility,Transit stops need to be redesigned for accessibility,direct_link,EML-0501684
RSP-100423,2026-09-11,intercept_survey,Jeanne-Mance,en,community_group,Saint_Laurent_North,neutral,delivery_access,noise,The community meetings have been well organized and thoughtful,reminder_email,SMS-0900693
RSP-100436,2026-09-11,portal,Mile End,fr,individual_resident,Saint_Denis,support,snow_removal,enforcement,Le nouveau design de l arret rendra le service beaucoup plus fiable,direct_link,SMS-0501169
RSP-100510,2026-09-11,portal,Plateau-Mont-Royal,en,resident_association,Saint_Denis,neutral,snow_removal,displacement_risk,I bike to work on Rachel every day and this will make it safer,portal_search,EML-0900413
RSP-100570,2026-09-11,intercept_survey,Jeanne-Mance,fr,individual_resident,Saint_Laurent_North,concern,pedestrian_safety,,Le bruit des terrasses jusque tard le soir est deja un enjeu,direct_link,EML-0501534
RSP-100780,2026-09-11,intercept_survey,Mile End,en,individual_resident,Saint_Laurent_North,neutral,accessibility,noise,Please keep the plan strong the neighbourhood needs this,reminder_sms,
RSP-101145,2026-09-11,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,strong_opposition,bike_lane_safety,displacement_risk,Enforcement of no parking zones is inconsistent in my experience,reminder_email,SMS-0900258
RSP-101217,2026-09-11,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,support,bike_lane_safety,transit_frequency,I bike to work on Rachel every day and this will make it safer,meeting_flyer,SMS-0501065
RSP-101351,2026-09-11,sms_reply,Mile End,fr,individual_resident,Mont_Royal,support,tree_canopy,snow_removal,Je soutiens le projet meme si je perds ma place de stationnement,portal_search,EML-0900825
RSP-101426,2026-09-11,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,pedestrian_safety,parking_loss,Un corridor cyclable continu sur Rachel c est vraiment attendu,portal_search,SMS-0500092
RSP-101537,2026-09-11,email_form,Mile End,en,individual_resident,Mont_Royal,support,bike_lane_safety,,Please keep the plan strong the neighbourhood needs this,walkup,EML-0501681
RSP-101592,2026-09-11,portal,Mile End,fr,resident_association,Saint_Denis,concern,delivery_access,bike_lane_safety,Ou vont se garer les residents plus ages du bloc,meeting_flyer,SMS-0900390
RSP-101649,2026-09-11,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_support,pedestrian_safety,transit_frequency,Les enfants pourront enfin traverser Mont Royal sans stress,walkup,EML-0501889
RSP-102016,2026-09-11,email_form,Plateau-Mont-Royal,fr,advocacy_group,Saint_Denis,concern,pedestrian_safety,transit_frequency,Les taxis et le transport adapte doivent garder acces,social_share,SMS-0501241
RSP-102030,2026-09-11,intercept_survey,Mile End,fr,advocacy_group,Saint_Joseph,support,snow_removal,transit_frequency,Ma petite entreprise gagne quand le quartier est marchable,meeting_flyer,SMS-0501181
RSP-102183,2026-09-11,portal,Mile End,en,individual_resident,Mont_Royal,concern,accessibility,enforcement,Older residents on my block will not be able to reach services,reminder_sms,SMS-0501384
RSP-102441,2026-09-11,portal,Milton-Parc,en,business_owner,Saint_Denis,concern,parking_loss,enforcement,Delivery access on Saint Denis is critical please preserve morning windows,walkup,SMS-0500176
RSP-102650,2026-09-11,community_meeting_signin,Plateau-Mont-Royal,fr,advocacy_group,Mont_Royal,support,bike_lane_safety,noise,Ma petite entreprise gagne quand le quartier est marchable,social_share,EML-0900731
RSP-102994,2026-09-11,intercept_survey,Plateau-Mont-Royal,fr,advocacy_group,Mont_Royal,strong_support,displacement_risk,enforcement,Ma petite entreprise gagne quand le quartier est marchable,reminder_email,SMS-0900648
RSP-103403,2026-09-11,community_meeting_signin,Mile End,fr,business_owner,Saint_Denis,strong_opposition,pedestrian_safety,,L hiver la piste devient inutilisable si le deneigement suit pas,reminder_email,EML-0501860
RSP-100107,2026-09-12,portal,Jeanne-Mance,en,business_owner,Mont_Royal,neutral,snow_removal,tree_canopy,As a small business owner I welcome slower traffic and more foot traffic,reminder_email,SMS-0500849
RSP-100236,2026-09-12,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_opposition,parking_loss,,Je crains les impacts sur mon commerce si les livraisons sont bloquees,walkup,SMS-0501483
RSP-100809,2026-09-12,sms_reply,Mile End,en,individual_resident,Saint_Laurent_North,support,tree_canopy,snow_removal,Trees and benches will make this corridor liveable again,direct_link,EML-0501787
RSP-100892,2026-09-12,intercept_survey,Plateau-Mont-Royal,ar,visitor,Saint_Denis,neutral,bike_lane_safety,displacement_risk,salamat almusshah 3ind alintiqal muhima,walkup,SMS-0500304
RSP-101193,2026-09-12,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Joseph,strong_support,pedestrian_safety,enforcement,Les livraisons peuvent tres bien se faire tot le matin,meeting_flyer,EML-0900903
RSP-101212,2026-09-12,sms_reply,Mile End,fr,business_owner,Saint_Denis,support,delivery_access,transit_frequency,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_sms,SMS-0500708
RSP-102689,2026-09-12,portal,Mile End,fr,individual_resident,Saint_Denis,strong_support,parking_loss,enforcement,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,reminder_email,EML-0501988
RSP-103010,2026-09-12,intercept_survey,Milton-Parc,fr,individual_resident,Mont_Royal,support,bike_lane_safety,noise,Ma petite entreprise gagne quand le quartier est marchable,walkup,SMS-0500758
RSP-100017,2026-09-13,portal,Plateau-Mont-Royal,ar,individual_resident,Multiple,support,pedestrian_safety,parking_loss,nahtaj ila mazid min alma3loomat bil arabia,social_share,SMS-0501337
RSP-100502,2026-09-13,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,neutral,noise,snow_removal,Ma petite entreprise gagne quand le quartier est marchable,reminder_email,SMS-0500054
RSP-100562,2026-09-13,intercept_survey,Jeanne-Mance,en,individual_resident,Mont_Royal,support,accessibility,,As a small business owner I welcome slower traffic and more foot traffic,reminder_email,EML-0900645
RSP-100571,2026-09-13,portal,Plateau-Mont-Royal,en,business_owner,Saint_Joseph,concern,delivery_access,bike_lane_safety,Noise from patios and cyclists after hours is a real concern,reminder_email,SMS-0501488
RSP-100590,2026-09-13,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,tree_canopy,parking_loss,Je marche cette rue tous les matins et une piste protegee change tout,reminder_sms,EML-0900340
RSP-100927,2026-09-13,intercept_survey,Mile End,fr,business_owner,Rachel,support,parking_loss,,Les enfants pourront enfin traverser Mont Royal sans stress,direct_link,SMS-0501353
RSP-101061,2026-09-13,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,neutral,parking_loss,,Je soutiens le projet meme si je perds ma place de stationnement,portal_search,EML-0502129
RSP-101398,2026-09-13,intercept_survey,Plateau-Mont-Royal,en,business_owner,Saint_Denis,neutral,parking_loss,,As a small business owner I welcome slower traffic and more foot traffic,social_share,EML-0900470
RSP-101421,2026-09-13,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Rachel,strong_support,pedestrian_safety,delivery_access,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,SMS-0500091
RSP-101654,2026-09-13,portal,Plateau-Mont-Royal,vi,individual_resident,Mont_Royal,neutral,pedestrian_safety,,cho phep giao hang buoi sang la can thiet,reminder_email,SMS-0500570
RSP-101878,2026-09-13,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,support,delivery_access,tree_canopy,As a small business owner I welcome slower traffic and more foot traffic,reminder_sms,EML-0502511
RSP-102533,2026-09-13,sms_reply,Milton-Parc,fr,business_owner,Saint_Denis,strong_opposition,parking_loss,transit_frequency,Nous avons besoin d une fenetre de livraison entre 7h et 10h,reminder_email,SMS-0900858
RSP-102746,2026-09-13,intercept_survey,Mile End,en,individual_resident,Rachel,support,bike_lane_safety,transit_frequency,Transit stops need to be redesigned for accessibility,reminder_sms,EML-0502576
RSP-102749,2026-09-13,intercept_survey,Milton-Parc,ar,individual_resident,Saint_Joseph,neutral,parking_loss,pedestrian_safety,nahtaj ila mazid min alma3loomat bil arabia,portal_search,
RSP-102917,2026-09-13,community_meeting_signin,Plateau-Mont-Royal,en,advocacy_group,Saint_Denis,neutral,bike_lane_safety,noise,My kids can finally walk to school without dodging cars,meeting_flyer,EML-0900790
RSP-103113,2026-09-13,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,transit_frequency,,Je soutiens le projet meme si je perds ma place de stationnement,reminder_sms,EML-0502208
RSP-103254,2026-09-13,community_meeting_signin,Plateau-Mont-Royal,fr,business_owner,Saint_Laurent_North,support,delivery_access,bike_lane_safety,Les enfants pourront enfin traverser Mont Royal sans stress,walkup,
RSP-103488,2026-09-13,community_meeting_signin,Plateau-Mont-Royal,fr,business_owner,Saint_Joseph,support,parking_loss,tree_canopy,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_sms,SMS-0500293
RSP-100406,2026-09-14,email_form,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_support,accessibility,snow_removal,Le nouveau design de l arret rendra le service beaucoup plus fiable,direct_link,SMS-0500523
RSP-100653,2026-09-14,portal,Milton-Parc,fr,community_group,Saint_Laurent_North,concern,bike_lane_safety,delivery_access,Il faut penser aux locataires deja fragiles sur le corridor,walkup,EML-0501809
RSP-100774,2026-09-14,intercept_survey,Mile End,fr,individual_resident,Saint_Joseph,strong_support,transit_frequency,,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,SMS-0501379
RSP-100846,2026-09-14,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,neutral,displacement_risk,snow_removal,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_sms,EML-0502129
RSP-101029,2026-09-14,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,neutral,accessibility,bike_lane_safety,Ma petite entreprise gagne quand le quartier est marchable,social_share,SMS-0900321
RSP-101233,2026-09-14,portal,Jeanne-Mance,en,business_owner,Saint_Denis,neutral,snow_removal,,The community meetings have been well organized and thoughtful,reminder_email,SMS-0900236
RSP-101252,2026-09-14,portal,Milton-Parc,fr,business_owner,Rachel,strong_opposition,accessibility,delivery_access,Le bruit des terrasses jusque tard le soir est deja un enjeu,reminder_email,SMS-0500590
RSP-101522,2026-09-14,email_form,Plateau-Mont-Royal,vi,individual_resident,Saint_Laurent_North,neutral,parking_loss,noise,an toan cho tre em quan trong nhat,walkup,EML-0900925
RSP-102239,2026-09-14,portal,Milton-Parc,fr,individual_resident,Saint_Denis,support,delivery_access,displacement_risk,Je soutiens le projet meme si je perds ma place de stationnement,portal_search,SMS-0500207
RSP-102320,2026-09-14,email_form,Plateau-Mont-Royal,fr,community_group,Saint_Joseph,neutral,bike_lane_safety,displacement_risk,Le nouveau design de l arret rendra le service beaucoup plus fiable,direct_link,EML-0501524
